Experiment Name:,,Exp_20240715_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tube Name:,Station,Depth,Abort(%):,Absolute Count:,All Events ,Include Events,Low Chlorophyll Events,Autotrophic (Hi Chl) Events,Small Autotrophs (Cyanobacteria) Events,Large Autotrophs (PicoEuks) Events,H1-UR Events,H1-UL Events,Heterotrophic Bacteria Events,Hoechst Junk Events,LowPECyanos Events,HighPECyanos Events,Chlorophyll Junk Events,True Autotrophs Events,H2-LL Events,H2-LR Events,All Events  Mean FSC-H,Include Mean FSC-H,Low Chlorophyll Mean FSC-H,Autotrophic (Hi Chl) Mean FSC-H,Small Autotrophs (Cyanobacteria) Mean FSC-H,Large Autotrophs (PicoEuks) Mean FSC-H,H1-UR Mean FSC-H,H1-UL Mean FSC-H,Heterotrophic Bacteria Mean FSC-H,Hoechst Junk Mean FSC-H,LowPECyanos Mean FSC-H,HighPECyanos Mean FSC-H,Chlorophyll Junk Mean FSC-H,True Autotrophs Mean FSC-H,H2-LL Mean FSC-H,H2-LR Mean FSC-H,All Events  Mean SSC-H,Include Mean SSC-H,Low Chlorophyll Mean SSC-H,Autotrophic (Hi Chl) Mean SSC-H,Small Autotrophs (Cyanobacteria) Mean SSC-H,Large Autotrophs (PicoEuks) Mean SSC-H,H1-UR Mean SSC-H,H1-UL Mean SSC-H,Heterotrophic Bacteria Mean SSC-H,Hoechst Junk Mean SSC-H,LowPECyanos Mean SSC-H,HighPECyanos Mean SSC-H,Chlorophyll Junk Mean SSC-H,True Autotrophs Mean SSC-H,H2-LL Mean SSC-H,H2-LR Mean SSC-H,All Events  Mean SybrGreen-H,Include Mean SybrGreen-H,Low Chlorophyll Mean SybrGreen-H,Autotrophic (Hi Chl) Mean SybrGreen-H,Small Autotrophs (Cyanobacteria) Mean SybrGreen-H,Large Autotrophs (PicoEuks) Mean SybrGreen-H,H1-UR Mean SybrGreen-H,H1-UL Mean SybrGreen-H,Heterotrophic Bacteria Mean SybrGreen-H,Hoechst Junk Mean SybrGreen-H,LowPECyanos Mean SybrGreen-H,HighPECyanos Mean SybrGreen-H,Chlorophyll Junk Mean SybrGreen-H,True Autotrophs Mean SybrGreen-H,H2-LL Mean SybrGreen-H,H2-LR Mean SybrGreen-H,All Events  Mean Chlorophyll-H,Include Mean Chlorophyll-H,Low Chlorophyll Mean Chlorophyll-H,Autotrophic (Hi Chl) Mean Chlorophyll-H,Small Autotrophs (Cyanobacteria) Mean Chlorophyll-H,Large Autotrophs (PicoEuks) Mean Chlorophyll-H,H1-UR Mean Chlorophyll-H,H1-UL Mean Chlorophyll-H,Heterotrophic Bacteria Mean Chlorophyll-H,Hoechst Junk Mean Chlorophyll-H,LowPECyanos Mean Chlorophyll-H,HighPECyanos Mean Chlorophyll-H,Chlorophyll Junk Mean Chlorophyll-H,True Autotrophs Mean Chlorophyll-H,H2-LL Mean Chlorophyll-H,H2-LR Mean Chlorophyll-H,All Events  Mean V-SSC-H,Include Mean V-SSC-H,Low Chlorophyll Mean V-SSC-H,Autotrophic (Hi Chl) Mean V-SSC-H,Small Autotrophs (Cyanobacteria) Mean V-SSC-H,Large Autotrophs (PicoEuks) Mean V-SSC-H,H1-UR Mean V-SSC-H,H1-UL Mean V-SSC-H,Heterotrophic Bacteria Mean V-SSC-H,Hoechst Junk Mean V-SSC-H,LowPECyanos Mean V-SSC-H,HighPECyanos Mean V-SSC-H,Chlorophyll Junk Mean V-SSC-H,True Autotrophs Mean V-SSC-H,H2-LL Mean V-SSC-H,H2-LR Mean V-SSC-H,All Events  Mean Violet660-H,Include Mean Violet660-H,Low Chlorophyll Mean Violet660-H,Autotrophic (Hi Chl) Mean Violet660-H,Small Autotrophs (Cyanobacteria) Mean Violet660-H,Large Autotrophs (PicoEuks) Mean Violet660-H,H1-UR Mean Violet660-H,H1-UL Mean Violet660-H,Heterotrophic Bacteria Mean Violet660-H,Hoechst Junk Mean Violet660-H,LowPECyanos Mean Violet660-H,HighPECyanos Mean Violet660-H,Chlorophyll Junk Mean Violet660-H,True Autotrophs Mean Violet660-H,H2-LL Mean Violet660-H,H2-LR Mean Violet660-H,All Events  Mean PE-H,Include Mean PE-H,Low Chlorophyll Mean PE-H,Autotrophic (Hi Chl) Mean PE-H,Small Autotrophs (Cyanobacteria) Mean PE-H,Large Autotrophs (PicoEuks) Mean PE-H,H1-UR Mean PE-H,H1-UL Mean PE-H,Heterotrophic Bacteria Mean PE-H,Hoechst Junk Mean PE-H,LowPECyanos Mean PE-H,HighPECyanos Mean PE-H,Chlorophyll Junk Mean PE-H,True Autotrophs Mean PE-H,H2-LL Mean PE-H,H2-LR Mean PE-H,All Events  Mean R-Phycocyanin-H,Include Mean R-Phycocyanin-H,Low Chlorophyll Mean R-Phycocyanin-H,Autotrophic (Hi Chl) Mean R-Phycocyanin-H,Small Autotrophs (Cyanobacteria) Mean R-Phycocyanin-H,Large Autotrophs (PicoEuks) Mean R-Phycocyanin-H,H1-UR Mean R-Phycocyanin-H,H1-UL Mean R-Phycocyanin-H,Heterotrophic Bacteria Mean R-Phycocyanin-H,Hoechst Junk Mean R-Phycocyanin-H,LowPECyanos Mean R-Phycocyanin-H,HighPECyanos Mean R-Phycocyanin-H,Chlorophyll Junk Mean R-Phycocyanin-H,True Autotrophs Mean R-Phycocyanin-H,H2-LL Mean R-Phycocyanin-H,H2-LR Mean R-Phycocyanin-H,All Events  Events/μL(B),Include Events/μL(B),Low Chlorophyll Events/μL(B),Autotrophic (Hi Chl) Events/μL(B),Small Autotrophs (Cyanobacteria) Events/μL(B),Large Autotrophs (PicoEuks) Events/μL(B),H1-UR Events/μL(B),H1-UL Events/μL(B),Heterotrophic Bacteria Events/μL(B),Hoechst Junk Events/μL(B),LowPECyanos Events/μL(B),HighPECyanos Events/μL(B),Chlorophyll Junk Events/μL(B),True Autotrophs Events/μL(B),H2-LL Events/μL(B),H2-LR Events/μL(B),All Events  Events/μL(V),Include Events/μL(V),Low Chlorophyll Events/μL(V),Autotrophic (Hi Chl) Events/μL(V),Small Autotrophs (Cyanobacteria) Events/μL(V),Large Autotrophs (PicoEuks) Events/μL(V),H1-UR Events/μL(V),H1-UL Events/μL(V),Heterotrophic Bacteria Events/μL(V),Hoechst Junk Events/μL(V),LowPECyanos Events/μL(V),HighPECyanos Events/μL(V),Chlorophyll Junk Events/μL(V),True Autotrophs Events/μL(V),H2-LL Events/μL(V),H2-LR Events/μL(V)
02-Well-C02,B1,5,0.55,Beads Population=#### Beads Count=1 Sample Volume=1μL,58387,49423,38101,11322,10688,114,13,49,36709,1330,10545,143,520,10802,0,0,4606.5,4218.1,3369.7,7073.4,3411.4,46244.7,10911,7932.4,3271.9,5826.6,3386.8,5220.1,73754.7,3863.4,####,####,8145.8,6743.1,2552.1,20846.8,1669.1,54854.2,39860.2,12452.3,1731.3,24475.6,1551.1,10370.4,407565.5,2230.4,####,####,2614.3,2429,1258.8,6367.2,4257.1,135658.5,7300.6,7267.7,1244.6,1369.4,3053.9,92984.5,21392.9,5643.9,####,####,1201,1151,286.9,4058.8,1313.9,259490.6,490.4,403.7,286.6,288.9,1049,20850.2,4478.7,4038.6,####,####,198565.3,170403,146746.3,250013,99364.4,2445145.8,2698189.8,906848,123708.1,729674.9,91828.4,655083.4,2865180.8,124120.9,####,####,411.3,375.5,312.8,586.5,367.5,10872.4,1404.6,1426.5,311.2,304.5,364,627.1,2833,478.4,####,####,446,444.5,362.4,721,463.7,24270.8,377.8,381.4,362.5,359.9,365.8,7680.2,846.3,714.9,####,####,464.8,446.5,297.1,949.3,410.7,49393.7,317.4,298.5,297.2,292.7,366.4,3681.6,1399.3,927.7,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,778.39,828.33,507.95,150.94,142.49,1.52,0.17,0.65,489.39,17.73,140.58,1.91,6.93,144.01,0,0
02-Well-C03,B1,25,0.57,Beads Population=#### Beads Count=1 Sample Volume=1μL,46203,43563,33331,10232,9623,110,7,30,31940,1354,9499,124,499,9733,0,0,4515.7,4067.1,3373.8,6325.5,3362.6,40772.2,9006.5,6765.4,3275.1,5597.4,3354.8,3959.2,55869.4,3785.4,####,####,7025.5,4958.7,2472.5,13057.8,1645.1,46927.2,57911.5,11989.4,1727.7,19544.5,1564.9,7790.6,225679.5,2156.9,####,####,2734,2112.6,1309.1,4730,3254.6,80873.8,931.7,8098,1295.9,1471.1,2978.6,24397.3,16396.6,4131.9,####,####,1302,1060.6,288.5,3576,1258.3,206415.2,454.9,456.9,288,294.8,1073,15448.7,3558.7,3576.9,####,####,215012.1,173656.4,153040.6,240812.8,97823,2162024.3,2934481,826244,123482.7,820995.6,92044.3,540498.8,2574796.3,121152.1,####,####,407.1,369.6,311.2,559.9,362.8,10225.6,1327.2,1277.7,310.8,293.9,360.7,528.6,2230.3,474.3,####,####,435.6,414.3,360.9,588.1,469,11215.7,376,409.7,361,357.4,367.1,8272.2,541.8,590.5,####,####,482,432.5,298.5,869,411.2,39663.6,323.2,307,298.6,295.6,372.4,3390.7,1143.8,854.9,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,615.43,729.33,443.97,136.29,128.18,1.47,0.09,0.4,425.45,18.04,126.53,1.65,6.65,129.65,0,0
02-Well-C04,B1,45,0.66,Beads Population=#### Beads Count=1 Sample Volume=1μL,59480,50537,39436,11101,10489,99,7,25,37945,1459,10308,181,513,10588,0,0,4662.6,4329.4,3309.4,7953,3289.5,48692.7,9265.4,6638.5,3234.3,5176.6,3272.5,4256.3,95444.1,3714,####,####,8302.6,6995.5,2356.3,23476.1,1627.1,55656.4,51917,11475.2,1706,18875.5,1529.4,7195.2,463999.3,2132.3,####,####,1990.7,1813.2,1157.9,4141,2673.2,104997.5,3799,9122.7,1145.3,1338.7,2441.3,15879.8,14689.3,3629.9,####,####,1108.4,1079.3,289.5,3885.2,1230.9,284764,472.5,422,289.1,297.3,1041.4,12024.4,3950.9,3882,####,####,187171.7,166317.8,144677.7,243193.4,97659.6,2439800,2578097.8,823886.8,122079.4,709091.7,90727.6,492439.1,2794928,119559.1,####,####,397.4,375.7,311.6,603.4,360.1,13312,1312.1,977.3,311.7,291.8,358.4,459.9,3125,481.2,####,####,438.8,430.8,362.4,673.9,472.5,21108.3,387.4,363.8,362.5,360.1,367.9,6428.4,849.1,665.4,####,####,460.9,442.5,298.2,954.9,417.9,56646.6,339.2,311.3,298.3,296.5,378.3,2675,1187.7,943.7,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,792.48,846.35,525.42,147.9,139.75,1.32,0.09,0.33,505.56,19.44,137.34,2.41,6.83,141.07,0,0
02-Well-C05,B1,75,0.91,Beads Population=#### Beads Count=1 Sample Volume=1μL,43035,37581,26807,10774,10300,101,6,14,25932,855,10228,72,373,10401,0,0,5265.2,4688.3,3233.8,8307.3,3339.2,53104.3,21227.3,4432.5,3121.4,6495.3,3324.5,5435.4,133365.4,3822.5,####,####,11523.5,9895.1,2337.3,28699.8,2693.9,60148,40063.5,8516,1582.4,24867.2,2637,10765.5,738312.1,3251.8,####,####,2317.4,1991.1,1242,3855,3318.8,21217.4,9061.5,7559.9,1230.2,1443.5,2721.3,88203.7,13960.3,3492.6,####,####,3058.5,2894.7,273.7,9416,4615.6,520788.3,445.1,360.7,272.7,303.3,4112.1,76134.3,3507.2,9627.9,####,####,225995.4,180389.8,148076.1,260790.1,123321.4,2399444.3,2785953.3,571103,116507.6,1080104.9,119613.9,649996.1,3477742.5,145423.9,####,####,490.3,445,316.9,763.7,452.7,22177.5,2051.7,1148.9,316.5,301.6,446.2,1380.9,3552,663.7,####,####,454.1,444.8,362.9,648.6,645.3,653.5,400.1,424.9,363.2,352,374.4,39125,737.4,645.4,####,####,797.6,740.4,296.8,1844.2,772.5,114290.3,330.1,255.8,296.8,297.9,694,11917.3,989.9,1874.8,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,573.24,629.19,357.08,143.51,137.2,1.35,0.08,0.19,345.43,11.39,136.24,0.96,4.97,138.55,0,0
02-Well-C06,B1,100,0.63,Beads Population=#### Beads Count=1 Sample Volume=1μL,32933,28336,22964,5372,4907,160,0,9,22318,637,4891,16,305,5067,0,0,5350.9,4434.9,3145.7,9945.9,3907.2,44231.6,####,4218.9,3073.3,5669.1,3896.5,7171.4,89113.8,5180.5,####,####,10252.3,7461.8,2092,30416.4,6363.1,53127.5,####,8599.1,1485.7,23240.5,6339.4,13624.9,405483.4,7839.8,####,####,2114,1618.7,1139.4,3667.2,2483.8,20538.5,####,9012.5,1135.8,1157.1,2057.3,132862,13855.7,3053.9,####,####,5439.3,5449,271.7,27580.5,13447.4,502576.4,####,360.5,270.8,300.8,13193.5,91069.8,5782.2,28892.6,####,####,262388.7,197811.4,135927.6,462349.5,245460.4,1758673.8,####,555810.4,109427.9,1058441.4,243928.6,713721.6,3271735.8,293243,####,####,566.7,500.8,310,1316.4,700.2,15132.6,####,1252.4,309.9,300.8,696.6,1785.6,3982.9,1155.9,####,####,419.4,406.9,362.1,598.5,545.8,1964.4,####,371.7,362.2,357.3,401.5,44642.5,730.8,590.6,####,####,1049.1,984.4,293.8,3936.3,1636.2,77664.9,####,277.7,293.9,291.8,1595.4,14100.6,2265,4036.9,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,439.05,474.91,306.15,71.62,65.42,2.13,0,0.12,297.53,8.49,65.2,0.21,4.07,67.55,0,0
02-Well-C07,B1,125,0.36,Beads Population=#### Beads Count=1 Sample Volume=1μL,27655,22037,20355,1682,1037,61,2,17,16384,3952,1026,11,584,1098,0,0,31208.9,30633.5,15909.7,208816,5267.5,50018.2,10308.6,5581.2,3055.4,69247.5,5246,7273.1,586840.6,7753.7,####,####,192706.1,194860.6,116903.6,1138269,11851.2,74795.4,35146.5,12139.9,1699.6,595002.6,11748,21477.2,3249514.3,15348.1,####,####,1915.3,1551.6,1004.9,8168.3,6110.5,13198.3,12140.2,4477.6,1051.5,791.3,1437.9,441936.2,11296.8,6504.3,####,####,3409.9,3429,273.8,41612.5,25449.3,665847.7,475.6,349.1,270.9,285.5,25323.3,37196.2,5110.6,61027,####,####,1269318.1,1068376.1,989131.6,2027366.3,380344.3,1841559,2110274,870423.6,126584.2,4564980,367698.5,1559856,4971366.5,461522.9,####,####,742.5,610.7,323.2,4089.7,958.2,18723.1,1121.6,1119.2,314.9,353.8,957.8,992.7,8121.9,1945.1,####,####,429.4,415.5,370.1,965,563.7,594.6,330,377.7,363.8,396.1,445.1,11625.4,1716.3,565.4,####,####,815.9,728.3,295.2,5969.5,2570.4,110456.5,457.5,322,294.7,297.1,2543.8,5045.9,1091.4,8564,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,368.64,369.28,271.33,22.42,13.82,0.81,0.03,0.23,218.4,52.68,13.68,0.15,7.78,14.64,0,0
02-Well-C08,B1,150,0.65,Beads Population=#### Beads Count=1 Sample Volume=1μL,22929,18752,17590,1162,603,31,3,10,13304,4273,599,4,528,634,0,0,29440.8,29064.4,17448.3,204904.2,5359.3,68768.8,49198.2,5094.1,3077.4,62198.9,5350.2,6726.8,440786.3,8459.7,####,####,201860.8,205616.3,136549.3,1251131.1,12388.2,58383.2,60216.4,11864,1782,556493.1,12350.9,17982.5,2735860.8,14637.2,####,####,1513.5,1240.5,919.4,6100.1,2889.5,7910.8,20104.4,5827.8,981.4,701.5,1329.7,236463.2,9660.5,3135,####,####,2543.2,2617.3,272.6,38109.8,25842.8,873297.6,665.5,418.5,270.2,279.4,25742.7,40826.9,3083.7,67279.8,####,####,1413978.6,1299964.6,1229449.9,2367394,379648.8,1677172.8,3428437.5,771674.3,133767.1,4640389.5,374483.1,1153225.6,4678013.5,443092.4,####,####,545.4,494,327.3,3016.8,988.2,22214.2,13014.6,1511.5,318.8,342,987.5,1086.8,4206.5,2026.1,####,####,419.6,401.7,370.8,868.9,553,620.8,459.6,390.8,363.7,392.9,449.4,16066,1244.3,556.3,####,####,659.4,613.1,297.4,5391.9,2575.4,135813.9,290.6,274.4,296.6,299.8,2550.4,6312.3,951.1,9090.2,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,305.33,313.83,234.24,15.47,8.03,0.41,0.04,0.13,177.16,56.9,7.98,0.05,7.03,8.44,0,0
02-Well-C09,B1,175,1.63,Beads Population=#### Beads Count=1 Sample Volume=1μL,15533,12827,12461,366,207,15,4,11,11865,581,207,0,144,222,0,0,6804,4676.9,3473.4,45651.5,5039.1,50643.8,10364.5,5189,3070.3,11624.2,5039.1,####,103511.7,8120.5,####,####,18212.8,12883.9,5188.7,274877.7,10715.7,46157.4,28848,10653.8,1760.5,74932.9,10715.7,####,678435.4,13110.4,####,####,1420.6,1096.2,971.1,5353.2,1297.2,8669.1,15819.9,6963.4,956.2,1060.7,1297.2,####,10838.4,1795.3,####,####,1596.6,1387,272.2,39340.7,22245.4,614280.8,522.1,303.1,270.8,299.2,22245.4,####,4025.8,62247.7,####,####,243913.3,169740.8,124634,1705467.4,308702.3,1290102,1858488.6,629105.3,87039.8,870881.3,308702.3,####,3756584.3,375013.1,####,####,433.8,347.9,292.6,2232.1,846,16588,2173.6,1023.3,291.1,294.8,846,####,2729,1909.7,####,####,401.9,371.6,366.2,554.6,449.6,606.7,435,401.1,366,370.3,449.6,####,700,460.2,####,####,552.8,458.9,296.9,5975.1,2207.8,100641.8,289.1,332.8,296.7,299.7,2207.8,####,1529.4,8858.8,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,207.07,214.97,166.12,4.88,2.76,0.2,0.05,0.15,158.17,7.75,2.76,0,1.92,2.96,0,0
02-Well-C10,B1,250,0.43,Beads Population=#### Beads Count=1 Sample Volume=1μL,12643,9773,9338,435,48,1,5,9,8064,1260,46,2,386,49,0,0,18288.5,14519.6,7427.6,166760.5,3811.1,86440.6,12101.3,5344.1,3053.5,35418.3,3685.5,6698.3,187231.7,5497.4,####,####,84445.7,77938.7,38701.8,920223.6,3762.1,74876.3,38554.2,11335.5,1773.2,275240.8,3229.6,16009.3,1036377.8,5213.4,####,####,2210.9,1320.7,991.8,8380.6,6472.5,5879.8,10868.5,5369.5,999.4,873,4375.8,54697.2,8624.4,6460.5,####,####,1265.1,546.1,274.4,6380.3,3191.8,909956.1,438,343.6,270.4,298.6,2853.4,10975.3,4435.9,21697.2,####,####,840281,677452.4,511441.3,4241157.5,250516.2,2497790.3,2312736.8,925432.3,132826.3,2924472.5,204924.1,1299132.5,4741919.5,296378.9,####,####,796.6,411.8,315.1,2489.1,444.6,19897.7,1172.2,859.8,316.2,300.4,436.5,631.4,2698.2,841.6,####,####,435.5,392.4,366.1,958.3,627,401.2,412,357.6,363.8,380.3,379.2,6327.6,1000.9,622.4,####,####,754.3,356.5,296.8,1637.4,788.6,116504.2,310,259.7,296.3,300,600.5,5114.6,1445.4,3150.1,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,168.42,163.63,124.39,5.79,0.64,0.01,0.07,0.12,107.42,16.78,0.61,0.03,5.14,0.65,0,0
02-Well-C11,stain,-999,0.63,Beads Population=#### Beads Count=1 Sample Volume=1μL,5373,4096,2842,1254,13,7,5,1,159,2677,7,6,1234,20,0,0,19169.6,18181.7,7245.4,42967.3,5431,213133.3,17641.6,10997.1,3693.1,7435.6,5053.9,5871,42397.5,78126.8,####,####,60351.5,57671.4,19791.1,143521.4,16330.9,360159.1,29942.7,18996.4,2202.8,20817.1,6394.8,27923,143632.4,136670.8,####,####,4568.3,3591.9,604.4,10362.9,253684.5,11065.6,721.3,2054.4,434.9,613.7,6722.8,541806.6,7795.5,168767.9,####,####,3194.1,3072.1,330.8,9284.6,10613.6,745619.4,378.5,775.1,277.4,333.8,2355.9,20247.5,5093.7,267865.6,####,####,1962568,1947831.8,1206668.9,3627564.5,987100.1,5646044.5,1804052.1,1468055.8,165704.6,1267283.4,463263.1,1598243.4,3643931.5,2617730.5,####,####,3389.8,3616,862.7,9855.7,1281.4,18911.7,1268.9,3901.1,367.3,890.3,1420.8,1118.9,9894.7,7452,####,####,474.2,432.8,359.6,598.7,1615.5,475.3,389.3,538.6,357.6,359.6,433.1,2995,588.7,1216.5,####,####,951.9,750.5,288.6,1797.2,1365.7,157486.5,303.9,235.2,293,288.3,474.3,2405.6,918.6,56008,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,71.55,68.56,37.85,16.7,0.17,0.09,0.07,0.01,2.12,35.65,0.09,0.08,16.43,0.27,0,0
02-Well-C12,blank,-999,0.18,Beads Population=#### Beads Count=1 Sample Volume=1μL,9959,7645,6910,735,23,12,8,4,832,6066,18,5,700,35,0,0,12487.8,10430.6,6667.4,45809.4,6266.9,208946.3,12645.4,5496.3,3200.5,7135.8,5300.6,9745.8,44312.1,75757,####,####,35720.9,31936.2,16884.6,173441.3,12871.3,346636.8,53596.7,11117.3,1858.9,18900.9,9763,24061.1,175748.1,127305.2,####,####,2688,1746,596.8,12550.3,98223.8,107523.4,813.1,474.3,576.8,599.4,11418.5,410722.8,8107.2,101412.2,####,####,1953.1,1742.8,294.7,15357.2,5947.6,559241.9,318.8,320,268.4,298.2,3009.1,16526.5,6342.6,195648.5,####,####,1199668.4,1163338,919892.9,3452053.5,921208.9,4925513.5,3511051.8,931633.4,143107,1023010.2,706838.7,1692941.5,3509950.5,2294113.3,####,####,525.7,408.2,303.2,1395.9,1044.4,12233.3,1489.3,815.4,299.6,301.7,1089.3,882.5,1221.7,4880.5,####,####,443.8,421.9,361.9,986.5,1105.5,870.9,364.8,404,361.1,362,404.1,3630.7,984.5,1025.1,####,####,695.9,609.6,292.2,3593.4,1758.2,120939.7,312.4,274.4,295.7,291.7,1378.4,3125.8,1642.1,42620.5,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,132.75,128.11,92.11,9.8,0.31,0.16,0.11,0.05,11.09,80.86,0.24,0.07,9.33,0.47,0,0
02-Well-D01,B2,,0.57,Beads Population=#### Beads Count=1 Sample Volume=1μL,49620,41363,30968,10395,9657,218,2,20,29981,965,9520,137,520,9875,0,0,5934.7,5014,3245.9,10281.1,3705.6,53029.9,5503,4824.8,3132,6747.9,3657.5,7046.1,114475.3,4794.5,####,####,13831.7,10411.5,2379.2,34341,4560.7,71682,41428.4,9108.2,1567,27391.9,4348.9,19279.1,571741.3,6042.4,####,####,5641.9,4323.1,1568.4,12529.7,10083.5,75787.7,1166.5,9998,1567.2,1433,4494.2,398479.8,31438.7,11534,####,####,6748.6,6448.6,276.5,24836,11662.2,654409.9,302.9,377.7,275.1,317.5,10661.6,81191.8,5551.9,25851.4,####,####,245777.9,203122.4,143008.3,382209.7,189315.9,1875924.1,2670188.3,624822.6,115059.9,996095.9,174612.9,1211009.3,3338259.5,226549.3,####,####,626.5,572.9,311.4,1351.8,657.8,24818.2,1834.6,1422,310.7,307.8,647,1402.4,4402.2,1191.1,####,####,531,505,360.4,935.7,900,2796,337.9,390.9,360.4,360.6,375.4,37357.1,819.4,941.9,####,####,1490.2,1398.6,293.8,4689.9,1729.3,144551.7,296.8,298.5,293.9,291.5,1580.1,12094.8,1038.5,4882.2,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,661.54,693.27,412.87,138.59,128.75,2.91,0.03,0.27,399.71,12.87,126.92,1.83,6.93,131.65,0,0
02-Well-D02,B2,5,0.57,Beads Population=#### Beads Count=1 Sample Volume=1μL,61563,51924,39251,12673,12037,158,8,35,37590,1618,11916,121,478,12195,0,0,4702.7,4289.2,3383.5,7094.3,3482.9,52677.4,12384.4,7838.7,3304.5,5076.9,3461.6,5582.5,82969.5,4120.3,####,####,7661.5,6705.5,2343.1,20216.7,2400.9,62865.4,48100.9,11343.4,1771.2,15209.8,2314.7,10892.5,454755.5,3184.3,####,####,2126.1,2024.1,1125.7,4806.8,2652.5,118002.4,9093.7,8983.4,1111.3,1251.5,2479.2,19719.5,21639.9,4147,####,####,1448.8,1401.8,277.4,4884.3,1448.7,262740.7,498.7,434.9,276.7,288.9,1294,16685.2,6167.7,4834,####,####,196402,177402.2,149964.7,262382.2,146238.1,2277648.8,2908721.5,843488.6,129347.8,600300.8,141173.9,644957,2520990,173852.9,####,####,429,412.4,313.3,719.1,422.1,15129.6,2290.5,1717.9,312.5,293.4,413.6,1259.7,3434.1,612.7,####,####,500.8,513.6,363,980.1,414.1,41557.3,433.5,394.2,363.1,359,370.2,4737,1819.9,947.2,####,####,596.9,591,296.6,1503.1,472.7,79201.9,292,333.5,296.6,294.6,435,4184,1767.9,1492.7,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,820.13,869.45,522.9,168.83,160.35,2.1,0.11,0.47,500.77,21.55,158.74,1.61,6.37,162.46,0,0
02-Well-D03,B2,25,0.6,Beads Population=#### Beads Count=1 Sample Volume=1μL,60202,51654,39106,12548,11581,133,9,14,36353,2730,11451,130,834,11714,0,0,5192.8,4769.6,3735.4,7992.7,3420,48159.9,11374.6,7680.1,3258.7,10037.9,3405.4,4700.8,65084.7,3928,####,####,9904.2,8171.6,3586.2,22462,2327.9,55506.3,25773.7,12571.7,1754.5,27857.7,2261.1,8206.3,296776.1,2931.7,####,####,2419.5,2018.3,1283.5,4308.7,2697,83205.8,12310.8,9464.1,1266.1,1435.7,2576.5,13316.2,14105.7,3611.1,####,####,1266,1101.1,277.1,3669.3,1433,200080.9,414.3,422.7,275.2,300.9,1328,10679.8,3399.8,3688.5,####,####,281114,252259.3,218835.4,356425.2,143832,2496062.8,1740993,871555.8,128066.8,1419156,139053.9,564707,2967300.3,170539.1,####,####,447,401.1,311.7,679.7,412.3,13573.9,1643.1,1756.1,312.2,292.7,411.9,451.5,2336.2,561.8,####,####,409.8,407.3,362.1,548,421.8,11174.6,432.7,431.5,362.1,362.1,369,5078.8,604.9,543.9,####,####,504.5,471.6,296.7,1016.7,458.7,48911.9,315.3,299,297,293.2,438.1,2278.1,1126,1008.9,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,801.94,864.84,520.92,167.15,154.27,1.77,0.12,0.19,484.25,36.37,152.54,1.73,11.11,156.04,0,0
