Experiment Name:,,Exp_20240715_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tube Name:,Station,Depth,Abort(%):,Absolute Count:,All Events ,Include Events,Low Chlorophyll Events,Autotrophic (Hi Chl) Events,Small Autotrophs (Cyanobacteria) Events,Large Autotrophs (PicoEuks) Events,H1-UR Events,H1-UL Events,Heterotrophic Bacteria Events,Hoechst Junk Events,LowPECyanos Events,HighPECyanos Events,Chlorophyll Junk Events,True Autotrophs Events,H2-LL Events,H2-LR Events,All Events  Mean FSC-H,Include Mean FSC-H,Low Chlorophyll Mean FSC-H,Autotrophic (Hi Chl) Mean FSC-H,Small Autotrophs (Cyanobacteria) Mean FSC-H,Large Autotrophs (PicoEuks) Mean FSC-H,H1-UR Mean FSC-H,H1-UL Mean FSC-H,Heterotrophic Bacteria Mean FSC-H,Hoechst Junk Mean FSC-H,LowPECyanos Mean FSC-H,HighPECyanos Mean FSC-H,Chlorophyll Junk Mean FSC-H,True Autotrophs Mean FSC-H,H2-LL Mean FSC-H,H2-LR Mean FSC-H,All Events  Mean SSC-H,Include Mean SSC-H,Low Chlorophyll Mean SSC-H,Autotrophic (Hi Chl) Mean SSC-H,Small Autotrophs (Cyanobacteria) Mean SSC-H,Large Autotrophs (PicoEuks) Mean SSC-H,H1-UR Mean SSC-H,H1-UL Mean SSC-H,Heterotrophic Bacteria Mean SSC-H,Hoechst Junk Mean SSC-H,LowPECyanos Mean SSC-H,HighPECyanos Mean SSC-H,Chlorophyll Junk Mean SSC-H,True Autotrophs Mean SSC-H,H2-LL Mean SSC-H,H2-LR Mean SSC-H,All Events  Mean SybrGreen-H,Include Mean SybrGreen-H,Low Chlorophyll Mean SybrGreen-H,Autotrophic (Hi Chl) Mean SybrGreen-H,Small Autotrophs (Cyanobacteria) Mean SybrGreen-H,Large Autotrophs (PicoEuks) Mean SybrGreen-H,H1-UR Mean SybrGreen-H,H1-UL Mean SybrGreen-H,Heterotrophic Bacteria Mean SybrGreen-H,Hoechst Junk Mean SybrGreen-H,LowPECyanos Mean SybrGreen-H,HighPECyanos Mean SybrGreen-H,Chlorophyll Junk Mean SybrGreen-H,True Autotrophs Mean SybrGreen-H,H2-LL Mean SybrGreen-H,H2-LR Mean SybrGreen-H,All Events  Mean Chlorophyll-H,Include Mean Chlorophyll-H,Low Chlorophyll Mean Chlorophyll-H,Autotrophic (Hi Chl) Mean Chlorophyll-H,Small Autotrophs (Cyanobacteria) Mean Chlorophyll-H,Large Autotrophs (PicoEuks) Mean Chlorophyll-H,H1-UR Mean Chlorophyll-H,H1-UL Mean Chlorophyll-H,Heterotrophic Bacteria Mean Chlorophyll-H,Hoechst Junk Mean Chlorophyll-H,LowPECyanos Mean Chlorophyll-H,HighPECyanos Mean Chlorophyll-H,Chlorophyll Junk Mean Chlorophyll-H,True Autotrophs Mean Chlorophyll-H,H2-LL Mean Chlorophyll-H,H2-LR Mean Chlorophyll-H,All Events  Mean V-SSC-H,Include Mean V-SSC-H,Low Chlorophyll Mean V-SSC-H,Autotrophic (Hi Chl) Mean V-SSC-H,Small Autotrophs (Cyanobacteria) Mean V-SSC-H,Large Autotrophs (PicoEuks) Mean V-SSC-H,H1-UR Mean V-SSC-H,H1-UL Mean V-SSC-H,Heterotrophic Bacteria Mean V-SSC-H,Hoechst Junk Mean V-SSC-H,LowPECyanos Mean V-SSC-H,HighPECyanos Mean V-SSC-H,Chlorophyll Junk Mean V-SSC-H,True Autotrophs Mean V-SSC-H,H2-LL Mean V-SSC-H,H2-LR Mean V-SSC-H,All Events  Mean Violet660-H,Include Mean Violet660-H,Low Chlorophyll Mean Violet660-H,Autotrophic (Hi Chl) Mean Violet660-H,Small Autotrophs (Cyanobacteria) Mean Violet660-H,Large Autotrophs (PicoEuks) Mean Violet660-H,H1-UR Mean Violet660-H,H1-UL Mean Violet660-H,Heterotrophic Bacteria Mean Violet660-H,Hoechst Junk Mean Violet660-H,LowPECyanos Mean Violet660-H,HighPECyanos Mean Violet660-H,Chlorophyll Junk Mean Violet660-H,True Autotrophs Mean Violet660-H,H2-LL Mean Violet660-H,H2-LR Mean Violet660-H,All Events  Mean PE-H,Include Mean PE-H,Low Chlorophyll Mean PE-H,Autotrophic (Hi Chl) Mean PE-H,Small Autotrophs (Cyanobacteria) Mean PE-H,Large Autotrophs (PicoEuks) Mean PE-H,H1-UR Mean PE-H,H1-UL Mean PE-H,Heterotrophic Bacteria Mean PE-H,Hoechst Junk Mean PE-H,LowPECyanos Mean PE-H,HighPECyanos Mean PE-H,Chlorophyll Junk Mean PE-H,True Autotrophs Mean PE-H,H2-LL Mean PE-H,H2-LR Mean PE-H,All Events  Mean R-Phycocyanin-H,Include Mean R-Phycocyanin-H,Low Chlorophyll Mean R-Phycocyanin-H,Autotrophic (Hi Chl) Mean R-Phycocyanin-H,Small Autotrophs (Cyanobacteria) Mean R-Phycocyanin-H,Large Autotrophs (PicoEuks) Mean R-Phycocyanin-H,H1-UR Mean R-Phycocyanin-H,H1-UL Mean R-Phycocyanin-H,Heterotrophic Bacteria Mean R-Phycocyanin-H,Hoechst Junk Mean R-Phycocyanin-H,LowPECyanos Mean R-Phycocyanin-H,HighPECyanos Mean R-Phycocyanin-H,Chlorophyll Junk Mean R-Phycocyanin-H,True Autotrophs Mean R-Phycocyanin-H,H2-LL Mean R-Phycocyanin-H,H2-LR Mean R-Phycocyanin-H,All Events  Events/μL(B),Include Events/μL(B),Low Chlorophyll Events/μL(B),Autotrophic (Hi Chl) Events/μL(B),Small Autotrophs (Cyanobacteria) Events/μL(B),Large Autotrophs (PicoEuks) Events/μL(B),H1-UR Events/μL(B),H1-UL Events/μL(B),Heterotrophic Bacteria Events/μL(B),Hoechst Junk Events/μL(B),LowPECyanos Events/μL(B),HighPECyanos Events/μL(B),Chlorophyll Junk Events/μL(B),True Autotrophs Events/μL(B),H2-LL Events/μL(B),H2-LR Events/μL(B),All Events  Events/μL(V),Include Events/μL(V),Low Chlorophyll Events/μL(V),Autotrophic (Hi Chl) Events/μL(V),Small Autotrophs (Cyanobacteria) Events/μL(V),Large Autotrophs (PicoEuks) Events/μL(V),H1-UR Events/μL(V),H1-UL Events/μL(V),Heterotrophic Bacteria Events/μL(V),Hoechst Junk Events/μL(V),LowPECyanos Events/μL(V),HighPECyanos Events/μL(V),Chlorophyll Junk Events/μL(V),True Autotrophs Events/μL(V),H2-LL Events/μL(V),H2-LR Events/μL(V)
02-Well-G02,Deep,5,0.61,Beads Population=#### Beads Count=1 Sample Volume=1μL,58952,49841,38902,10939,10105,129,17,71,37276,1538,9902,203,705,10234,0,0,5745.7,5008.2,3393.4,10750.9,3499.5,44124.1,11305.5,6443.8,3255.8,6499.7,3472.9,4797.2,108581.6,4011.5,####,####,13898.8,11266.4,2661.4,41868.1,2336.1,55288.7,38985.3,11328.9,1714.2,24818.1,2206.2,8672.9,606037.1,3003.6,####,####,2803.8,2580.1,1362.3,6910.6,5765.3,49612,3134.4,3214.2,1356.5,1399.2,5564,15583.9,15513.3,6318,####,####,1203.7,1079.8,277.4,3933.2,1546,189806.5,351.2,362.5,276.1,304.9,1400.1,8663.3,4138.6,3919.1,####,####,224436.4,204186.5,159113.3,364478.9,159973.9,2186219.5,2428782,805984.1,124615,940288.4,151188.8,588495.6,2962377.8,185514.8,####,####,473.6,428.8,320,815.7,432.4,14989,4118.2,1611.2,315.6,325.1,432.4,432.7,3716.8,615.9,####,####,408.9,399.6,361.9,533.8,453.7,5887.4,373.4,378.6,361.8,363.4,369.2,4577.1,701.7,522.2,####,####,493.5,465.9,295.6,1071.6,475.3,47326.6,340.7,337.1,295.8,289.7,441.1,2145.5,1154.6,1065.9,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,785.76,835.12,518.52,145.8,134.69,1.72,0.23,0.95,496.85,20.5,131.98,2.71,9.4,136.41,0,0
02-Well-G03,Deep,25,0.59,Beads Population=#### Beads Count=1 Sample Volume=1μL,57428,49342,38380,10962,10280,150,7,24,37079,1270,10038,242,532,10430,0,0,5097,4394.8,3319.8,8158.3,3473.9,55335.5,11091.2,7121.8,3265.1,4803.9,3444.1,4708.1,85376,4219.7,####,####,9280.5,7767.2,2233.1,27143.4,2252.9,71483.4,33224.7,11389.8,1727.7,16643.5,2115.2,7965,495606.6,3248.6,####,####,2350.6,2168.1,1165.1,5679.6,4305.3,54639.7,8500.4,8464.6,1154.7,1290.3,4165,10125.3,18431.7,5029.2,####,####,1492.5,1353.7,274.8,5131.2,1458,257738.8,472.5,462.4,274,293.9,1301.1,7965.4,4885.5,5143.7,####,####,216653.3,185082.9,147458,316814.6,148936.5,2666338.5,2262263.3,833421.3,125361.7,767964,139658.1,533800.9,2898315.3,185140.8,####,####,468.6,433.4,313.9,851.7,414.2,22802.5,1396,929.6,313.8,299.1,414.3,410.7,3117.1,736.2,####,####,399.9,393.2,361.4,504.5,461.1,3078.9,360,373.9,361.4,360.2,368.8,4288.8,617.6,498.7,####,####,603.1,550.9,297.1,1439.5,454.8,69388.8,314.4,339.9,297,298.2,414.9,2111,1308.1,1446.2,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,764.57,825.57,510.98,145.94,136.86,2,0.09,0.32,493.65,16.91,133.64,3.22,7.08,138.86,0,0
02-Well-G04,Deep,45,0.58,Beads Population=#### Beads Count=1 Sample Volume=1μL,60289,51133,41859,9274,8575,126,6,29,40303,1521,8261,314,573,8701,0,0,5235.1,4462.5,3333,9560.2,3529.8,41737.8,12840.2,7573.4,3242.9,5602.3,3484,4735.6,92729.8,4083.1,####,####,10530.5,8138.4,2449.9,33813.6,2498.2,52770.9,32604.7,12132.1,1722,21435.4,2312.9,7374.3,498282.7,3226.2,####,####,2101.2,1917.2,1160.8,5331.2,4223.8,42201.5,3770.7,6540,1147,1411.3,4040.2,9055.4,13796.1,4773.8,####,####,1183.5,1065.1,272.6,4642.3,1828.7,203287.4,412.2,389.8,271.5,298.8,1490.8,10720,3066.4,4746.1,####,####,211601.7,190328.3,153839.8,355022.4,156783.7,2319410.8,1982608.4,858674.4,126396.5,860373.3,144422.9,481982.8,2889723,188100.9,####,####,462.3,409.3,312.6,846,423.4,18920.2,1425.6,982.7,312.3,303.8,417.1,589.8,3196.5,691.2,####,####,409.1,403.6,362.6,588.4,547.6,3223,337.5,393.7,362.5,363.8,372.2,5162.3,620.7,586.3,####,####,527.1,482.2,297,1318.2,522.4,57160.8,271.8,310.4,297.1,294.7,434.3,2838.7,947.8,1342.5,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,803.48,856.63,557.86,123.6,114.28,1.68,0.08,0.39,537.12,20.27,110.1,4.18,7.64,115.96,0,0
02-Well-G05,Deep,75,0.86,Beads Population=#### Beads Count=1 Sample Volume=1μL,59545,50239,37076,13163,12550,125,5,24,36012,1035,12361,189,488,12675,0,0,4839.5,4419.7,3234.7,7757.6,3354.7,60296.3,11302,6583.8,3158.2,5777.8,3329.4,5014.2,107529.6,3916.3,####,####,9263.1,7556.8,2163.4,22748.1,2396.6,82843.4,32716.2,11225.6,1612.5,20976,2279.5,10055.5,530738.1,3190,####,####,2322.5,2034.9,1052.5,4802,3939,29672,11331.7,8743.1,1039.8,1268.6,2871.4,73766.3,20624.2,4192.8,####,####,2603.5,2477.8,271.5,8692.2,3277.8,556530.3,537,385.4,270.5,302.5,2681.9,42251.9,7606.3,8734,####,####,201735.7,175474.1,142489.5,268381.4,131082.9,2628643.3,2099253.3,773611.3,118778,943422.9,122754.3,675793.8,3194742.3,155713.7,####,####,490.1,447.2,312,828,417.9,29254.4,2230,1179.9,311.5,300.1,411.2,859.8,4091.3,702.3,####,####,488.1,460.5,363.6,733.3,705.9,1628.2,324.5,394.5,363.8,356.9,369,22741.2,1209.4,715,####,####,767.7,721.6,295.6,1921.4,652.3,129628.2,279,335.1,295.7,293.6,558,6819.9,1845.8,1924.3,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,793.64,841.75,494.16,175.44,167.27,1.67,0.07,0.32,479.98,13.79,164.75,2.52,6.5,168.94,0,0
02-Well-G06,Deep,100,0.52,Beads Population=#### Beads Count=1 Sample Volume=1μL,44701,37929,27520,10409,9969,74,4,10,26735,771,9881,88,366,10043,0,0,5193.4,4076,3161.7,6493.3,3287.3,56420.2,9828.6,5748.8,3097.1,5335.5,3272.4,4961.2,83721.1,3678.8,####,####,10092.7,7002.9,2082,20013.1,2682.5,71438.1,25390.2,11454.3,1624.8,17695.1,2617,10028.2,481663.6,3189.1,####,####,1985.9,1691.4,1034.2,3428.9,2941.8,24447.3,11130.5,7540.8,1026.7,1154.9,2466.3,56334.2,12445.2,3100.3,####,####,2718.9,2692.4,271,9094.4,4795.3,616684.9,450,413.7,269.9,307,4180.7,73808.9,3346.1,9303.9,####,####,203090.9,168503.1,140700.6,242009.3,123606.3,2388120,1625063.9,821077.5,118807.9,883322.6,119196.1,618791.5,3033122,140291.9,####,####,476,423.7,314.8,711.6,442.3,28132.5,1762.2,938.3,314.7,300.6,434.5,1323.7,2501.7,646.4,####,####,481,466.5,362.1,742.4,740.7,1714.2,416.5,366.3,362.3,356.6,369.6,42412.4,591,747.9,####,####,725.1,696.5,297,1752.7,828.3,130665.7,280.4,340.9,297.1,295.6,725.6,12360.6,867.1,1785,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,595.97,635.73,366.91,138.78,132.91,0.99,0.05,0.13,356.44,10.28,131.74,1.17,4.88,133.9,0,0
02-Well-G07,Deep,125,0.54,Beads Population=#### Beads Count=1 Sample Volume=1μL,30630,25914,22013,3901,3463,147,2,13,21297,701,3408,55,291,3610,0,0,6124.7,4957.2,3208.8,14823.6,4757.8,47882.4,6092.5,5646,3068.7,7412.1,4713.6,7500.9,117910.4,6513.9,####,####,13684,10792.4,2518.9,57478.6,9466,54714.2,25045.3,11785.8,1603.1,30105,9151.5,28955.8,630241.2,11308.5,####,####,3246.8,3032,960.4,14722,12491.4,25837.3,11600.1,10501.6,947.3,1149.3,2148.6,653367.6,35653,13034.8,####,####,7044.1,7199.2,269.4,46302.9,25244,623658.6,458.7,438.9,268.5,292.7,25128.6,32390.6,5257.9,49611.5,####,####,271011.8,226931.9,153991.4,638528.6,319950.8,1957361.3,1716675.1,817428.1,118905.6,1203169.5,293962,1930308.3,3763500,386626.5,####,####,612.5,553,315.3,1894.3,1046.7,17634.6,1516.3,1135.3,315.1,300.2,1051.1,770,4030.6,1722.1,####,####,410.2,396.2,364.1,577.5,518.3,628.9,355.6,364.2,363.9,367.5,436.2,5603.6,1256.5,522.8,####,####,1239.7,1227.5,296.6,6480.3,2995.9,98306.6,407.3,330.5,296.7,293,2989.2,3410.9,1559.3,6877,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,408.11,434,293.3,51.98,46.14,1.96,0.03,0.17,283.76,9.34,45.41,0.73,3.88,48.1,0,0
02-Well-G08,Deep,150,0.47,Beads Population=#### Beads Count=1 Sample Volume=1μL,19804,16426,14981,1445,1137,69,4,8,14441,528,1130,7,239,1206,0,0,6039.1,4768,3195.5,21071.5,5784.8,63197.3,10364.3,5673.9,3040.4,7344.1,5758.7,9996.6,81633.3,9069.6,####,####,14524.1,10303,2646.8,89679.1,13160.9,65030.5,29654.9,10609.8,1748.6,26886.2,13060.9,29293.1,460817,16128.5,####,####,1774.7,1395.4,826.2,7296.6,6685.5,7771.5,12487.5,8538.2,814.3,947.7,1451.3,851632.4,10066.9,6747.6,####,####,5865.4,6150.3,269.2,67123.1,34165.9,819375.8,385.3,364.5,268.1,296,34153.6,36153.5,6733.8,79090.9,####,####,301154.2,232984.2,159366.6,996213.3,363950.8,1860209.3,1723688.6,730781.9,129755.6,948727.4,354979.9,1812113.1,3754651.8,449557.6,####,####,575.3,531.7,321.1,2714.8,1261.4,22969.5,1313.9,1095.2,320.4,321.4,1263.6,905.3,3781.5,2503.4,####,####,395.5,380.6,365.9,532.8,492,608.8,387.5,392.6,365.7,372.6,469.5,4126.3,704.8,498.7,####,####,1279.5,1315.6,296,11885.5,3633.1,131413,301.9,307.5,295.9,298.5,3634.3,3436.8,16636.9,10943.9,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,264.02,275.3,199.72,19.26,15.16,0.92,0.05,0.11,192.52,7.04,15.06,0.09,3.19,16.08,0,0
02-Well-G09,Deep,175,0.28,Beads Population=#### Beads Count=1 Sample Volume=1μL,17002,14461,13927,534,366,23,6,12,13301,608,362,4,145,389,0,0,5639.7,4800.9,3241.2,45478.5,5616.3,59366.3,18124.5,5657.7,3107.6,5969.7,5605.1,6634.7,143893.2,8794.3,####,####,14982.6,9747,2762.6,191903,12821.4,62488,35205.1,11913.2,1759.9,24199.1,12798.4,14908.1,664457.6,15758,####,####,1706.9,1139.1,968,5600.6,2992.6,6115.6,13053.5,5726.5,951.1,1124.9,1827.5,108433.9,12101.7,3177.3,####,####,2261.8,2206.5,271.3,52675.3,31201.5,697221.4,549.1,360.8,270.1,293.6,31263.9,25555.1,4639.7,70580.6,####,####,307790.1,220422.4,176654.4,1361915.6,341980.6,1557520.8,2745973.3,773323.1,131137.8,1135273.4,337422.4,754502.9,3905345.3,413850.6,####,####,504,412.3,319.6,2830.2,1179.3,24033.6,6960.2,1125,315.9,319,1181.4,986.8,3634,2530.6,####,####,383.7,373.5,365.2,591.3,482.1,688.9,374.8,361.9,365.2,363.3,454.6,2969.4,851.6,494.3,####,####,681.1,649.5,295.4,9885.5,3312.9,170279.3,309.6,322.9,295.2,298.1,3296.6,4786.2,1033.9,13184.9,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,226.68,242.38,185.68,7.12,4.88,0.31,0.08,0.16,177.33,8.11,4.83,0.05,1.93,5.19,0,0
02-Well-G10,Deep,250,0.28,Beads Population=#### Beads Count=1 Sample Volume=1μL,10838,8700,8312,388,72,3,2,8,7778,524,44,28,313,75,0,0,9570,6533,3501.7,71473,5434.4,15667.2,8079.8,5344.2,3040.6,10300,4127.9,7487.6,87198.8,5843.8,####,####,25320.6,18119.1,3617.4,328785.9,16377.1,24918.2,39835.8,9351,1732.7,31366.7,5059.1,34162.6,403562.4,16718.8,####,####,5188,4431.8,1127,75229.5,304039.7,226158.8,763.9,8580.1,1117.6,1154.7,23604.1,744724.2,21149.2,300924.5,####,####,932.4,592.7,274.6,7407.8,12475,62756.5,263.5,365.8,272.3,308.2,2540.6,28086.1,5711.7,14486.2,####,####,479304.7,363805.3,217876.4,3489993.3,1155830.8,668175.4,2876809.3,633360.3,127235.8,1546808.1,351686.7,2419485.8,4053971.5,1136324.6,####,####,578.6,435.5,317.2,2970.3,682.8,1982.7,1215.2,895,317.4,301.4,743.9,586.6,3505.9,734.7,####,####,454.2,402.3,365.1,1199,1351.4,1831.1,503.4,460.8,364.8,367.7,364.1,2902.8,1157.9,1370.6,####,####,516.2,371.2,295.3,1996,1334.2,7478.9,308.1,294,295.3,295.3,875.3,2055.4,2095.6,1580,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,144.4,145.7,110.75,5.17,0.96,0.04,0.03,0.11,103.63,6.98,0.59,0.37,4.17,1,0,0
02-Well-G11,Deep,300,0.27,Beads Population=#### Beads Count=1 Sample Volume=1μL,10910,8695,8369,326,58,2,13,18,7251,1087,54,4,266,60,0,0,11002.4,8762.6,5349.4,96386.1,3627.4,172655,12873.4,6039,3048.4,20596.7,3477.1,5656.9,116038.2,9261.7,####,####,36772.1,31259.2,13215.7,494467.2,2683.4,197248.7,41784.8,12040.5,1816.6,88933.2,1953.8,12532.6,603933,9168.9,####,####,2330,1840,1331.3,14899.1,15766.1,184195.3,6443.8,8468.4,1327.4,1177.9,3514.9,181157.5,13437.1,21380.5,####,####,882.9,527.6,279.6,6893.8,1820,298192.4,415.7,382.9,275.6,303.1,1241.2,9634.1,5810,11699.1,####,####,717834.4,592424.6,473645.7,3641690.8,201708.1,5655471,2463303.3,959447.7,136640.5,2689850,141753.3,1011096.9,4376621,383500.2,####,####,680.4,515.5,329.6,5287.4,455.8,31962.2,1515,981.1,326.2,327.9,443.8,617.7,6140.4,1506,####,####,432.5,390.6,364.5,1059.5,566.4,1658.8,350,348.2,363.5,371.7,374.6,3154.9,1162.6,602.8,####,####,552.4,349.7,299.7,1631.9,572.1,68113.1,343,309.2,299.3,302,434.7,2426.8,1363.1,2823.4,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,145.38,145.65,111.52,4.34,0.77,0.03,0.17,0.24,96.62,14.48,0.72,0.05,3.54,0.8,0,0
02-Well-G12,Deep,500,0.91,Beads Population=#### Beads Count=1 Sample Volume=1μL,8641,6242,5916,326,47,2,0,8,4763,1145,41,6,277,49,0,0,14229.4,12110.8,7971.4,87229.4,3887.9,13449.5,####,5358.9,3049,28465.9,3522.6,6384.2,101903,4278.2,####,####,47677.9,46077,24651.7,434888.1,4925,36931.9,####,8327.5,1776.4,119922.9,2655.9,20429.9,510715.4,6231.4,####,####,2545.1,2211.2,1197.1,20613.5,40267.1,434459.1,####,5537.6,1254,930.3,2331.4,299494.5,14290.8,56356.6,####,####,1048.1,487.4,283.7,4184.1,2603.7,15216.5,####,304.5,278.2,306.4,958.5,13845.5,4372.6,3118.5,####,####,1052135.5,924047.4,773353.5,3658726.3,355833.8,2006696,####,723723,133701.3,3434541.5,191355.4,1479769.9,4231073,423216,####,####,760.6,501.6,322.6,3750.4,475.2,414.4,####,1082.4,326.6,300.6,434.3,755.2,4330.2,472.7,####,####,429.9,388.1,366.1,786.1,782.7,3501,####,378.6,365,370.7,368.4,3613.2,767,893.6,####,####,721.8,355.1,299.5,1365.3,770.7,2776.9,####,300.3,298.8,302.5,521.3,2475.2,1455.9,852.6,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,115.18,104.59,78.86,4.35,0.63,0.03,0,0.11,63.49,15.26,0.55,0.08,3.69,0.65,0,0
02-Well-H01,Deep,750,0.18,Beads Population=#### Beads Count=1 Sample Volume=1μL,4983,3347,3059,288,77,4,1,3,2675,380,54,23,207,81,0,0,15902.9,11985.2,5548.9,80347.5,4882.1,14946.8,23909.9,3747.4,3154.2,22372.4,3882.5,7228.9,109683,5379.1,####,####,59974.8,52256.7,12340.3,476229.2,10990.1,28131.4,38446.9,10377.8,1856.8,86085.5,4938.1,25199.2,657948,11836.6,####,####,10084.3,8913.1,1765,84837.1,218345.3,490970.9,778.9,1390.7,1849.3,1176.8,13069,700298.4,27326.6,231808.3,####,####,2246.9,1115.2,289.5,9885.1,12129,25853.9,193.7,302.5,286.3,312.4,5284.6,28198.3,8741.8,12806.7,####,####,895780.7,671384.7,452849.1,2992566.5,736335.5,1906491.4,1911150,764782.7,138886,2656684,280143.8,1807394.4,3852827.8,794121,####,####,1000.3,566.3,347.9,2885.5,612.6,1973.4,819.5,778.3,350.7,323.6,641.1,545.7,3748.6,679.8,####,####,488.5,432.5,361.7,1184.1,1562.6,1943.6,416.4,356.8,360.3,371.2,410,4268.8,1028.6,1581.4,####,####,812.4,452.8,300.4,2071.1,1642.9,2598.6,345.2,385.8,300.1,301.9,1101.9,2913.1,2220.2,1690.1,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,66.43,56.09,40.78,3.84,1.03,0.05,0.01,0.04,35.66,5.07,0.72,0.31,2.76,1.08,0,0
02-Well-H02,Deep,1000,0.14,Beads Population=#### Beads Count=1 Sample Volume=1μL,3648,2583,2363,220,54,0,2,3,2114,244,43,11,166,54,0,0,22170,16729.1,4413.7,149007.6,4281.7,####,17489.3,5607.1,3180.2,14978.3,3660.4,6710.6,196087.1,4281.7,####,####,93372.3,90647.4,8507.9,972900.6,5662.9,####,65805.5,6153.9,1880.5,65487.1,2697.9,17253.3,1287544.1,5662.9,####,####,6091.3,4400.8,2179.1,28263,52425,####,1398,6861.7,2221.2,1763.7,15091.3,198366,20403.1,52425,####,####,1662.3,906.4,290.2,7525.2,8055,####,541.7,382.2,287,314.6,2143.3,31164.5,7352.9,8055,####,####,748089.3,537499.3,306774.8,3015690.3,374961.3,####,4114204.5,472790.5,138582.5,1730731.8,185328.7,1116252.3,3874722.8,374961.3,####,####,990.3,812.3,357.9,5693.2,537.6,####,5383,1074.7,348.6,388.3,488.7,729.1,7370.3,537.6,####,####,570.6,469.6,369.1,1549.1,3322.4,####,470.1,323.9,368.6,373.3,387.6,14794.9,972.2,3322.4,####,####,640,418.7,295.7,1740.1,1560,####,290.4,325.4,295.2,299.8,603.6,5298.4,1798.7,1560,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,48.6,43.25,31.48,2.93,0.72,0,0.03,0.04,28.16,3.25,0.57,0.15,2.21,0.72,0,0
02-Well-H03,Deep,1500,0.86,Beads Population=#### Beads Count=1 Sample Volume=1μL,5316,3579,1838,1741,120,1,0,1,1519,318,103,17,1620,121,0,0,41471.9,43297.3,3565.9,85242.5,4100.3,25647.9,####,2035.1,3165,5485.4,3783.2,6021.7,91289.8,4278.4,####,####,232227.6,254646.8,7213.6,515865.6,6321.8,42960.2,####,19811.1,1954.6,32295.1,4729.6,15968.5,553901.5,6624.6,####,####,16443.4,17341.4,2496.1,33013.8,63101.9,74480,####,858.5,2533.8,2321.6,7639.2,399140.8,30759.5,63196,####,####,5732.4,5848.5,317,11688.1,4206.6,21152.9,####,356.9,299.8,399,1999.1,17581.5,12236.5,4346.6,####,####,1960632.1,1931269.1,427673.8,3518637.5,502204.9,2940748,####,1114246.8,148068.5,1761113.8,379178.9,1247598,3742433.5,522358.2,####,####,1436.3,1339.4,341.5,2392.8,567,2880.3,####,509.2,345.6,321.7,548.3,680.4,2527.8,586.1,####,####,1182,1232.5,365.4,2147.9,752.5,5910.7,####,574.5,364.7,368.2,472.4,2449.7,2248.9,795.1,####,####,2222.5,2492.3,299.7,4807,691.1,4391.5,####,349.6,300.3,296.3,535.7,1632.8,5112.2,721.7,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,70.84,59.95,24.49,23.2,1.6,0.01,0,0.01,20.24,4.24,1.37,0.23,21.59,1.61,0,0
